"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2016","2016",6012,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2017","2017",6311,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2018","2018",6409,,
"SVN","Slovenia","TNBD","Total number of doctors","TOT","Total","2019","2019",6514,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",4448,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",4517,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",4496,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",4635,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",4902,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",5008,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",4898,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",5219,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",5324,,
"SVN","Slovenia","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",5442,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",531,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",604,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",732,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",781,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",810,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",822,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",1114,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",1092,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",1085,,
"SVN","Slovenia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",1072,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",76,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",129,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",68,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",36,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",29,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",37,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",93,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",33,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",43,,
"SVN","Slovenia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",82,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2010","2010",4333,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2011","2011",4490,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2012","2012",4551,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2013","2013",4797,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2014","2014",5022,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2015","2015",5346,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2017","2017",6731,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2018","2018",7231,,
"SVN","Slovenia","TNBN","Total number of nurses","TOT","Total","2019","2019",8144,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",4316,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",4472,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",4532,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",4777,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",5003,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",5326,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",6576,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",7090,,
"SVN","Slovenia","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",7963,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",17,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",18,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",19,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",20,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",19,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",20,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",27,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",137,,
"SVN","Slovenia","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",177,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",1864,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",1871,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",2824,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",1032,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",993,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",1690,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",1893,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",1876,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",3181,,
"CAN","Canada","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",4704,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2010","2010",373616,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2011","2011",377376,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2012","2012",380785,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2013","2013",383886,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2014","2014",387405,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2015","2015",390702,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2016","2016",394906,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2017","2017",396007,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2018","2018",402811,,
"ITA","Italy","TNBD","Total number of doctors","TOT","Total","2019","2019",408442,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",369024,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",372646,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",375940,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",378964,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",382455,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",385780,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",389942,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",392753,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",398574,,
"ITA","Italy","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",403925,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",2985,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",3088,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",3175,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",3226,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",3227,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",3250,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",3262,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",3250,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",3378,,
"ITA","Italy","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",3594,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",1607,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",1642,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",1670,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",1696,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",1723,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",1672,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",1702,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",4,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",859,,
"ITA","Italy","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",923,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",149,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",129,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",134,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",98,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",60,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",89,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",100,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",150,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",204,,
"ITA","Italy","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",260,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1309,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1300,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1603,"B","Break"
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",2310,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",1304,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1281,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",1325,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1505,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1116,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1068,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2498,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",2355,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",2633,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",2888,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2196,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",1790,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",1288,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",1367,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",1195,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",1283,,
"SVK","Slovak Republic","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",4350,,
"SVK","Slovak Republic","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",4268,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",4,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",3,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",0,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",0,,
"TUR","Türkiye","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",0,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",12,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",25,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",59,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",68,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",82,,
"TUR","Türkiye","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",57,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",19,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",19,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",18,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",19,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",18,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",16,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",14,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",13,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",13,,
"ISR","Israel","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",13,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",1364,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",1317,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",1229,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",1101,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",959,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",843,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",727,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",636,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",564,,
"ISR","Israel","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",494,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2010","2010",64032,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2011","2011",64145,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2012","2012",63838,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2013","2013",63736,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2014","2014",63906,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2015","2015",63866,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2016","2016",65972,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2017","2017",65240,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2018","2018",65513,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2019","2019",66058,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2010","2010",16514,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2011","2011",16906,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2012","2012",17074,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2013","2013",17395,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2014","2014",17595,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2015","2015",17770,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",16081,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",16469,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",16634,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",16949,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",17146,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",17319,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",433,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",437,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",440,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",446,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",449,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",451,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",10,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",4,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",3,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",6,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",3,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",1,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1892,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",2015,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",2179,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",2519,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",2123,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",2183,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",2355,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",2268,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",2003,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1875,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2237,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",2688,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",2662,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",2654,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2472,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2492,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2294,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",2231,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",2123,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",2034,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2014","2014",14281,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2015","2015",14270,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2016","2016",14320,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2017","2017",14578,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2018","2018",14836,,
"LTU","Lithuania","TNBD","Total number of doctors","TOT","Total","2019","2019",13908,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",14240,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",14226,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",14268,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",14511,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",14760,,
"LTU","Lithuania","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",13823,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",37,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",41,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",48,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",63,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",72,,
"LTU","Lithuania","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",81,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",4,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",3,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",4,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",4,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",4,,
"LTU","Lithuania","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",4,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",5,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",8,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",15,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",9,,
"LTU","Lithuania","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",6,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2014","2014",28384,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2015","2015",28599,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2016","2016",27744,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2017","2017",26911,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2018","2018",26078,,
"LTU","Lithuania","TNBN","Total number of nurses","TOT","Total","2019","2019",26065,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",28286,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",28488,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",27626,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",26807,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",25965,,
"LTU","Lithuania","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",25950,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",98,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",111,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",118,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",104,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",113,,
"LTU","Lithuania","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",115,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",5,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",9,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",8,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",4,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",4,,
"LTU","Lithuania","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",6,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",6,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",5,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",7,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",14,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",21,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",15,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",31,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",53,,
"CHL","Chile","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",551,,
